Cargando SANTANDER BERSA 223 FEBRERO 2024.pdf...
Extraidas 572 transacciones. OCR: true

IDX | FECHA       | MONTO_R             | MONTO_D             | SALDO_EXT       | SALDO_CALC      | STATUS   | CONCEPTO
447 | 23-FEB-2024 |                     |              943.78 |       117012.45 |       117012.45 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
448 | 23-FEB-2024 |           38,501.84 |                     |        78510.61 |        78510.61 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
449 | 23-FEB-2024 |           24,378.01 |                     |         54132.6 |         54132.6 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
450 | 23-FEB-2024 |                     |            1,643.96 |        55776.56 |        55776.56 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
451 | 23-FEB-2024 |            3,889.19 |                     |        51887.37 |        51887.37 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
452 | 23-FEB-2024 |              943.78 |                     |        50943.59 |        50943.59 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
453 | 23-FEB-2024 |            1,643.96 |                     |        49299.63 |        49299.63 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
454 | 23-FEB-2024 |            4,040.85 |                     |        45258.78 |        45258.78 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
455 | 26-FEB-2024 |            2,171.40 |                     |        43087.38 |        43087.38 | OK         | CARGO TRANSFERENCIA ENLACE CBE051028DVO
456 | 26-FEB-2024 |            5,221.12 |                     |        37866.26 |        37866.26 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:49:33 ENVIADO A BANCOPPEL AL
457 | 27-FEB-2024 |            5,104.00 |                     |        32762.26 |        32762.26 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:21:16 ENVIADO A BANAMEX ALA 
458 | 27-FEB-2024 |                     |          300,000.00 |       332762.26 |       332762.26 | OK         | ABONO TRANSFERENCIA ENLACE DISPOSICION DE CREDITO
459 | 27-FEB-2024 |          233,291.30 |                     |        99470.95 |        99470.96 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:36 ENVIADO A BBVA MEXICO 
460 | 27-FEB-2024 |           35,178.19 |                     |        64292.77 |        64292.76 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:36 ENVIADO A BAJIO ALA CU
461 | 27-FEB-2024 |                     |          114,890.46 |       179183.23 |       179183.23 | OK         | ABONO TRANSFERENCIA SPEI HORA 18:29:35 RECIBIDO DE BANORTE D
462 | 27-FEB-2024 |                     |          376,651.70 |       555834.93 |       555834.93 | OK         | ABONO TRANSFERENCIA SPEI HORA 18:32:36 RECIBIDO DE HSBC DE L
463 | 28-FEB-2024 |                     |        3,744,247.41 |      4300082.34 |      4300082.34 | OK         | ABONO TRANSFERENCIA SPEI HORA 09:02:13 RECIBIDO DE BBVA MEXI
464 | 28-FEB-2024 |          160,000.00 |                     |      4140082.34 |      4140082.34 | OK         | CARGO TRANSFERENCIA ENLACE PRESTAMO
465 | 28-FEB-2024 |        1,500,000.00 |                     |      2640082.34 |      2640082.34 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:05:42 ENVIADO A BANAMEX ALA 
466 | 28-FEB-2024 |          400,000.00 |                     |      2240082.34 |      2240082.34 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:05:42 ENVIADO A BBVA MEXICO 
467 | 28-FEB-2024 |           70,000.00 |                     |      2170082.34 |      2170082.34 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:05:42 ENVIADO A BANORTE ALA 
468 | 28-FEB-2024 |           51,241.38 |                     |      2118840.96 |      2118840.96 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ALGANI d Santander 
469 | 28-FEB-2024 |           39,789.00 |                     |      2079051.96 |      2079051.96 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:07:50 ENVIADO A BBVA MEXICO 
470 | 28-FEB-2024 |              600.00 |                     |      2078451.96 |      2078451.96 | OK         | COMISION REPOSICION TOKEN GATB00643232
471 | 28-FEB-2024 |               96.00 |                     |      2078355.96 |      2078355.96 | OK         | (0000000 | V A POR COMISION GATB00643232
472 | 28-FEB-2024 |              600.00 |                     |      2077755.96 |      2077755.96 | OK         | COMISION REPOSICION TOKEN GATB00643240
473 | 28-FEB-2024 |               96.00 |                     |      2077659.96 |      2077659.96 | OK         | | VAPOR COMISION GATB00643240
474 | 28-FEB-2024 |           87,643.25 |                     |      1990016.71 |      1990016.71 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
475 | 28-FEB-2024 |          380,045.73 |                     |      1609970.98 |      1609970.98 | OK         | (0000000 CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
476 | 28-FEB-2024 |                     |            3,495.38 |      1613466.36 |      1613466.36 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
477 | 28-FEB-2024 |                     |            4,558.97 |      1618025.33 |      1618025.33 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
478 | 28-FEB-2024 |                     |            3,486.47 |       1621511.8 |       1621511.8 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
479 | 28-FEB-2024 |                     |            3,785.80 |       1625297.6 |       1625297.6 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
480 | 28-FEB-2024 |                     |            3,785.80 |       1629083.4 |       1629083.4 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
481 | 28-FEB-2024 |           13,555.80 |                     |       1615527.6 |       1615527.6 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
482 | 28-FEB-2024 |                     |        6,592,309.26 |      8207836.86 |      8207836.86 | OK         | ABONO TRANSFERENCIA SPEI HORA 18:50:53 RECIBIDO DE BANORTE D
483 | 29-FEB-2024 |          300,000.00 |                     |      7907836.86 |      7907836.86 | OK         | CARGO TRANSFERENCIA ENLACE PRESTAMO
484 | 29-FEB-2024 |          300,000.00 |                     |      7607836.86 |      7607836.86 | OK         | CARGO TRANSFERENCIA ENLACE PRESTAMO
485 | 29-FEB-2024 |           75,267.40 |                     |      7532569.46 |      7532569.46 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:04:44 ENVIADO A BANORTE A LA
486 | 29-FEB-2024 |                     |        1,500,000.00 |      9032569.46 |      9032569.46 | OK         | ABONO TRANSFERENCIA SPEI HORA 11:41:08 RECIBIDO DE BANAMEX D
487 | 29-FFB-2024 |                     |        1,500,000.00 |     10532569.46 |     10532569.46 | OK         | ABONO TRANSFERENCIA SPEI HORA 11:42:13 RECIBIDO DE BANAMEX D
488 | 29-FEB-2024 |                0.02 |                     |     10532569.48 |     10532569.44 | OK         | COMPENSACION SPEI COMPENSACION SPEI REF 0000000
489 | 29-FEB-2024 |                     |        1,500,000.00 |     12032569.48 |     12032569.48 | OK         | ABONO TRANSFERENCIA SPEI HORA 11:45:57 RECIBIDO DE BANAMEX D
490 | 29-FEB-2024 |            9,855.68 |                     |      12022713.8 |      12022713.8 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
491 | 29-FEB-2024 |           83,939.11 |                     |     11938774.69 |     11938774.69 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
492 | 29-FEB-2024 |                     |            3,495.38 |     11942270.07 |     11942270.07 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
493 | 29-FEB-2024 |           53,434.60 |                     |     11888835.47 |     11888835.47 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
494 | 29-FEB-2024 |                     |       11,892,568.01 |                 |     23781403.48 | NO_SALDO   | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA 3732.54
495 | 29-FEB-2024 |           15,943.71 |                     |      11876624.3 |     11872891.76 | ERR       3733 | (0000000 CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
496 | 29-FEB-2024 |           17,013.36 |                     |     11859610.94 |     11859610.94 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
497 | 29-FEB-2024 |            7,912.07 |                     |     11851698.87 |     11851698.87 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
498 | 29-FEB-2024 |          115,916.09 |                     |     11735782.78 |     11735782.78 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
499 | 29-FEB-2024 |           23,931.15 |                     |     11711851.63 |     11711851.63 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
500 | 29-FEB-2024 |           19,112.42 |                     |     11692739.21 |     11692739.21 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
501 | 29-FEB-2024 |            3,495.38 |                     |     11689243.83 |     11689243.83 | OK         | (0000000 CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
502 | 29-FEB-2024 |       11,685,511.29 |                     |                 |         3732.54 | NO_SALDO   | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA 3732.54
503 | 29-FFB-2024 |                     |          500,000.00 |     12185511.29 |     12189243.83 | ERR       3733 | ABONO TRANSFERENCIA SPEI HORA 15:59:05 RECIBIDO DE BANORTE D
504 | 29-FEB-2024 |                     |        2,000,000.00 |     14185511.29 |     14185511.29 | OK         | ABONO TRANSFERENCIA SPEI HORA 16:55:32 RECIBIDO DE BANAMEX D
505 | 29-FEB-2024 |            4,250.12 |                     |     14181261.17 |     14181261.17 | OK         | (0000000 CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
506 | 29-FEB-2024 |              900.00 |                     |     14180361.17 |     14180361.17 | OK         | COM MEMBRESIA CUENTA E PYME MEMBRESIA
507 | 29-FEB-2024 |              144.00 |                     |     14180217.17 |     14180217.17 | OK         | | V A POR COMISION MEMBRESIA
508 | 29-FEB-2024 |            3,605.76 |                     |                 |     14176611.41 | NO_SALDO   | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA dd Santander Ba
509 | 29-FEB-2024 |            4,565.56 |                     |     14172045.85 |     14175651.61 | ERR       3606 | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
510 | 29-FEB-2024 |            3,239.33 |                     |     14168806.52 |     14168806.52 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
511 | 29-FEB-2024 |           20,528.58 |                     |     14148277.94 |     14148277.94 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS GOLEM
512 | 29-FEB-2024 |          169,572.91 |                     |     13978705.03 |     13978705.03 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BANAMEX ALA 
513 | 29-FEB-2024 |           22,867.00 |                     |     13955838.03 |     13955838.03 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE PAGO FACTURA CARMEN BERN
514 | 29-FEB-2024 |            9,172.35 |                     |     13946665.68 |     13946665.68 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BANORTE ALA 
515 | 29-FEB-2024 |           13,800.32 |                     |     13932865.36 |     13932865.36 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BBVA MEXICO 
516 | 29-FEB-2024 |           41,091.27 |                     |     13891774.09 |     13891774.09 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS CHEF MART
517 | 29-FEB-2024 |           43,059.23 |                     |     13848714.86 |     13848714.86 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BBVA MEXICO 
518 | 29-FEB-2024 |           27,530.88 |                     |     13821183.98 |     13821183.98 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BBVA MEXICO 
519 | 29-FEB-2024 |           10,156.00 |                     |     13811027.98 |     13811027.98 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BBVA MEXICO 
520 | 29-FEB-2024 |           67,453.00 |                     |     13743574.98 |     13743574.98 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ABENAMAR
521 | 29-FEB-2024 |            6,871.12 |                     |     13736703.86 |     13736703.86 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BBVA MEXICO 
522 | 29-FEB-2024 |           14,996.75 |                     |     13721707.11 |     13721707.11 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A SCOTIABANK A
523 | 29-FEB-2024 |            8,235.31 |                     |      13713471.8 |      13713471.8 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BAJIO ALA CU
524 | 29-FEB-2024 |          400,000.00 |                     |      13313471.8 |      13313471.8 | OK         | CARGO TRANSFERENCIA ENLACE PRESTAMO
525 | 29-FEB-2024 |           55,796.40 |                     |      13257675.4 |      13257675.4 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BANAMEX — AL
526 | 29-FEB-2024 |           87,977.87 |                     |     13169697.53 |     13169697.53 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BANORTE ALA 
527 | 29-FEB-2024 |           14,990.00 |                     |     13154707.53 |     13154707.53 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A AFIRME ALA C
528 | 29-FEB-2024 |          181,553.87 |                     |     12973153.66 |     12973153.66 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BANAMEX ALA 
529 | 29-FEB-2024 |            6,368.62 |                     |     12966785.04 |     12966785.04 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BBVA MEXICO 
530 | 29-FEB-2024 |            3,265.40 |                     |     12963519.64 |     12963519.64 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:13:16 ENVIADO A BANORTE ALA 
531 | 29-FEB-2024 |           31,380.00 |                     |     12932139.64 |     12932139.64 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BBVA MEXICO 
532 | 29-FEB-2024 |           32,196.06 |                     |     12899943.58 |     12899943.58 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ALPHA
533 | 29-FEB-2024 |           92,043.10 |                     |     12807900.48 |     12807900.48 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BBVA MEXICO 
534 | 29-FEB-2024 |           35,234.60 |                     |     12772665.88 |     12772665.88 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BANORTE ALA 
535 | 29-FEB-2024 |           34,674.00 |                     |     12737991.88 |     12737991.88 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS HUGO ENRIQUE
536 | 29-FEB-2024 |            9,132.30 |                     |     12728859.58 |     12728859.58 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BBVA MEXICO 
537 | 29-FEB-2024 |           13,284.00 |                     |     12715575.58 |     12715575.58 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS PATRONA
538 | 29-FEB-2024 |            6,306.00 |                     |     12709269.58 |     12709269.58 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BBVA MEXICO 
539 | 29-FEB-2024 |           22,866.40 |                     |     12686403.18 |     12686403.18 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BANREGIO A L
540 | 29-FEB-2024 |           18,864.50 |                     |     12667538.68 |     12667538.68 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BBVA MEXICO 
541 | 29-FEB-2024 |           11,983.00 |                     |     12655555.68 |     12655555.68 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BBVA MEXICO 
542 | 29-FEB-2024 |            8,888.04 |                     |     12646667.64 |     12646667.64 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE PAGO FACTURAS JSB d Sant
543 | 29-FEB-2024 |           15,112.70 |                     |     12631554.94 |     12631554.94 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BAJIO A LA C
544 | 29-FEB-2024 |            4,770.00 |                     |     12626784.94 |     12626784.94 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A BBVA MEXICO 
545 | 29-FEB-2024 |           10,687.42 |                     |     12616097.52 |     12616097.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:18 ENVIADO A HSBC A LA CU
546 | 29-FEB-2024 |            5,750.00 |                     |     12610347.52 |     12610347.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:19 ENVIADO A BANORTE A LA
547 | 29-FEB-2024 |            2,260.00 |                     |     12608087.52 |     12608087.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:19 ENVIADO A BBVA MEXICO 
548 | 29-FEB-2024 |            5,175.00 |                     |     12602912.52 |     12602912.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:19 ENVIADO A AZTECA A LA 
549 | 29-FEB-2024 |           14,630.00 |                     |     12588282.52 |     12588282.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:19 ENVIADO A BANORTE A LA
550 | 29-FEB-2024 |           17,244.00 |                     |     12571038.52 |     12571038.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:17:19 ENVIADO A BANAMEX ALA 
551 | 29-FEB-2024 |            5,336.00 |                     |     12565702.52 |     12565702.52 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA FERNANDO VALDEZ
552 | 29-FEB-2024 |          146,337.99 |                     |     12419364.53 |     12419364.53 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS MARTINA ERNESTIN A
553 | 29-FEB-2024 |           27,266.85 |                     |     12392097.68 |     12392097.68 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:33 ENVIADO A BANCOPPEL A 
554 | 29-FEB-2024 |           51,011.87 |                     |     12341085.81 |     12341085.81 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS MEXICANA
555 | 29-FEB-2024 |            8,577.00 |                     |                 |     12332508.81 | NO_SALDO   | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS PRECTI HIELO
556 | 29-FEB-2024 |            1,257.59 |                     |     12331251.22 |     12339828.22 | ERR       8577 | PAGO TRANSFERENCIA SPEI HORA 17:21:34 ENVIADO A BANAMEX A LA
557 | 29-FEB-2024 |           24,730.40 |                     |     12306520.82 |     12306520.82 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:34 ENVIADO A BANREGIO — A
558 | 29-FEB-2024 |           24,268.50 |                     |     12282252.32 |     12282252.32 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:34 ENVIADO A BANORTE A LA
559 | 29-FEB-2024 |            2,452.00 |                     |     12279800.32 |     12279800.32 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:34 ENVIADO A BANAMEX A LA
560 | 29-FEB-2024 |            2,213.28 |                     |     12277587.04 |     12277587.04 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:34 ENVIADO A INBURSA ALA 
561 | 29-FEB-2024 |            1,792.99 |                     |     12275794.05 |     12275794.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:34 ENVIADO A BANAMEX ALA 
562 | 29-FEB-2024 |            1,508.00 |                     |     12274286.05 |     12274286.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:34 ENVIADO A BANAMEX A LA
563 | 29-FEB-2024 |            1,508.00 |                     |     12272778.05 |     12272778.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:34 ENVIADO A BANAMEX A LA
564 | 29-FEB-2024 |              348.00 |                     |     12272430.05 |     12272430.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:35 ENVIADO A BANAMEX A LA
565 | 29-FEB-2024 |            1,508.00 |                     |     12270922.05 |     12270922.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:35 ENVIADO A BANAMEX ALA 
566 | 29-FEB-2024 |           35,651.10 |                     |     12235270.95 |     12235270.95 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:35 ENVIADO A HSBC ALA CUE
567 | 29-FEB-2024 |           11,618.50 |                     |     12223652.45 |     12223652.45 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:21:35 ENVIADO A BANAMEX ALA 
568 | 29-FEB-2024 |       12,000,000.00 |                     |       223652.45 |       223652.45 | OK         | CARGO TRANSFERENCIA ENLACE ABONO A CREDITO
569 | 29-FEB-2024 |            1,694.55 |                     |        221957.9 |        221957.9 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:23:26 ENVIADO A BANAMEX ALA 
570 | 29-FEB-2024 |            2,213.28 |                     |       219744.62 |       219744.62 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:23:26 ENVIADO A INBURSA ALA 
571 | 29-FEB-2024 |           21,650.00 |                     |       198094.62 |       198094.62 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:23:26 ENVIADO A BANREGIO ALA
572 | 29-FEB-2024 |            3,816.28 |                     |       194278.34 |       194278.34 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:23:27 ENVIADO A BANAMEX ALA 

================================================================================
Total transacciones  : 572
Filas con ERR saldo  : 12
Total Retiros        : 63,772,229.65
Total Depositos      : 63,873,897.62
Esperado Retiros     : 52,090,450.88
Esperado Depositos   : 51,985,062.17
Diff Retiros         : 11681778.77
Diff Depositos       : 11888835.45
Saldo final calculado: 194278.34  (esperado: 194,278.34)
