Cargando SANTANDER BERSA 223 FEBRERO 2024.pdf...
Extraidas 572 transacciones. OCR: true

IDX | FECHA       | MONTO_R             | MONTO_D             | SALDO_EXT       | SALDO_CALC      | STATUS   | CONCEPTO
----------------------------------------------------------------------------------------------------------------------------------
  1 | 01-FEB-2024 |                     |                0.01 |       299667.06 |       299667.06 | OK         | ABO POR INTERESES DEL PERIODO 01-01-2024 AL 31-01-2024
  2 | 01-FEB-2024 |                0.01 |                     |       299667.05 |       299667.05 | OK         | RETENCION SR 01-01-2024 AL 31-01-2024
  3 | 01-FEB-2024 |              400.00 |                     |       299267.05 |       299267.05 | OK         | COBRO POR BAJA FACTURACION AFIL.-008225896
  4 | 01-FEB-2024 |               64.00 |                     |       299203.05 |       299203.05 | OK         | COBRO IVA AFIL.-008225896
  5 | 01-FEB-2024 |            8,902.15 |                     |        290300.9 |        290300.9 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
  6 | 01-FEB-2024 |                     |              499.00 |        290799.9 |        290799.9 | OK         | BONI COM MEMBRESIA CTA E PYME 27167
  7 | 01-FEB-2024 |                     |               79.84 |       290879.74 |       290879.74 | OK         | ANUL O BONI IVA COM 27168
  8 | 01-FEB-2024 |            3,495.38 |                     |       287384.36 |       287384.36 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
  9 | 01-FEB-2024 |                     |        5,000,000.00 |      5287384.36 |      5287384.36 | OK         | ABONO TRANSFERENCIA ENLACE DISPOSICION DE CREDITO
 10 | 01-FEB-2024 |        2,900,000.00 |                     |      2387384.36 |      2387384.36 | OK         | CARGO TRANSFERENCIA ENLACE PRESTAMO
 11 | 01-FEB-2024 |                     |          400,000.00 |      2787384.36 |      2787384.36 | OK         | ABONO TRANSFERENCIA SPEI HORA 17:18:54 RECIBIDO DE BANORTE D
 12 | 01-FEB-2024 |           29,580.00 |                     |      2757804.36 |      2757804.36 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:43 ENVIADO A BBVA MEXICO 
 13 | 01-FEB-2024 |            4,616.35 |                     |      2753188.01 |      2753188.01 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:43 ENVIADO A BANORTE A LA
 14 | 01-FEB-2024 |            8,125.00 |                     |      2745063.01 |      2745063.01 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:43 ENVIADO A SCOTIABANK A
 15 | 01-FEB-2024 |            7,525.75 |                     |      2737537.26 |      2737537.26 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA GOLEM
 16 | 01-FEB-2024 |           58,422.26 |                     |         2679115 |         2679115 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:43 ENVIADO A BANAMEX ALA 
 17 | 01-FEB-2024 |           55,514.88 |                     |      2623600.12 |      2623600.12 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ANA LILIA
 18 | 01-FEB-2024 |           24,564.28 |                     |      2599035.84 |      2599035.84 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:43 ENVIADO A BBVA MEXICO 
 19 | 01-FEB-2024 |           98,840.46 |                     |      2500195.38 |      2500195.38 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A BBVA MEXICO 
 20 | 01-FEB-2024 |           45,519.00 |                     |      2454676.38 |      2454676.38 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS CARMEN BERNAVE
 21 | 01-FEB-2024 |           54,273.60 |                     |      2400402.78 |      2400402.78 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS CHEF MART
 22 | 01-FEB-2024 |           13,928.00 |                     |                 |      2386474.78 | NO_SALDO   | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A BBVA MEXICO 
 23 | 01-FEB-2024 |           35,761.09 |                     |      2350713.69 |      2364641.69 | ERR      13928 | ¡CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ALGANI d Santander
 24 | 01-FEB-2024 |            8,908.23 |                     |      2341805.46 |      2341805.46 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A BBVA MEXICO 
 25 | 01-FEB-2024 |           23,135.94 |                     |      2318669.52 |      2318669.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A BAJO ALA CUE
 26 | 01-FEB-2024 |           46,519.50 |                     |      2272150.02 |      2272150.02 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A SCOTIABANK A
 27 | 01-FEB-2024 |           53,946.40 |                     |      2218203.62 |      2218203.62 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A BANAMEX ALA 
 28 | 01-FEB-2024 |          127,347.40 |                     |      2090856.22 |      2090856.22 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A BANORTE ALA 
 29 | 01-FEB-2024 |           45,020.00 |                     |      2045836.22 |      2045836.22 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A AFIRME ALA C
 30 | 01-FEB-2024 |           37,919.50 |                     |      2007916.72 |      2007916.72 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A BANAMEX ALA 
 31 | 01-FEB-2024 |            1,805.07 |                     |      2006111.65 |      2006111.65 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:34:44 ENVIADO A HSBC ALA CUE
 32 | 01-FEB-2024 |           46,075.57 |                     |      1960036.08 |      1960036.08 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ABENAMAR
 33 | 01-FEB-2024 |           83,929.33 |                     |      1876106.75 |      1876106.75 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA EMILIA PEREZ
 34 | 01-FEB-2024 |            5,056.92 |                     |      1871049.83 |      1871049.83 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA EMILIA PEREZ
 35 | 01-FEB-2024 |           88,155.77 |                     |      1782894.06 |      1782894.06 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA EMILIA PEREZ
 36 | 01-FEB-2024 |            3,044.94 |                     |      1779849.12 |      1779849.12 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA EMILIA PEREZ
 37 | 01-FEB-2024 |           25,902.50 |                     |      1753946.62 |      1753946.62 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BBVA MEXICO 
 38 | 01-FEB-2024 |           58,562.98 |                     |      1695383.64 |      1695383.64 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ALPHA
 39 | 01-FEB-2024 |          205,366.04 |                     |       1490017.6 |       1490017.6 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BANAMEX ALA 
 40 | 01-FEB-2024 |            9,008.00 |                     |       1481009.6 |       1481009.6 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BANORTE ALA 
 41 | 01-FEB-2024 |              781.46 |                     |      1480228.14 |      1480228.14 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BANAMEX ALA 
 42 | 01-FEB-2024 |           24,205.00 |                     |      1456023.14 |      1456023.14 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BBVA MEXICO 
 43 | 01-FEB-2024 |           54,298.50 |                     |      1401724.64 |      1401724.64 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BANORTE ALA 
 44 | 01-FEB-2024 |           67,407.00 |                     |      1334317.64 |      1334317.64 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS HUGO ENRIQUE
 45 | 01-FEB-2024 |            5,883.70 |                     |      1328433.94 |      1328433.94 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BANORTE ALA 
 46 | 01-FEB-2024 |           12,943.20 |                     |      1315490.74 |      1315490.74 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS PATRONA
 47 | 01-FEB-2024 |            6,400.00 |                     |      1309090.74 |      1309090.74 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BAJIO ALA CU
 48 | 01-FEB-2024 |           37,704.11 |                     |      1271386.63 |      1271386.63 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BANORTE ALA 
 49 | 01-FEB-2024 |           44,911.74 |                     |      1226474.89 |      1226474.89 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BANREGIO A L
 50 | 01-FEB-2024 |            1,479.94 |                     |      1224994.95 |      1224994.95 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A BANREGIO A L
 51 | 01-FEB-2024 |            4,550.00 |                     |      1220444.95 |      1220444.95 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:44:37 ENVIADO A INBURSA A LA
 52 | 01-FEB-2024 |            7,250.00 |                     |      1213194.95 |      1213194.95 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS JOCELYN MICHELLE
 53 | 01-FEB-2024 |           40,204.40 |                     |      1172990.55 |      1172990.55 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS JSB
 54 | 01-FEB-2024 |            2,081.67 |                     |      1170908.88 |      1170908.88 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BANAMEX A LA
 55 | 01-FEB-2024 |           62,560.50 |                     |      1108348.38 |      1108348.38 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BBVA MEXICO 
 56 | 01-FEB-2024 |           14,785.50 |                     |      1093562.88 |      1093562.88 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BBVA MEXICO 
 57 | 01-FEB-2024 |           11,195.00 |                     |      1082367.88 |      1082367.88 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BBVA MEXICO 
 58 | 01-FEB-2024 |           14,684.33 |                     |      1067683.55 |      1067683.55 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BAJIO ALA CU
 59 | 01-FEB-2024 |           13,688.99 |                     |      1053994.56 |      1053994.56 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A HSBC ALA CUE
 60 | 01-FEB-2024 |            2,430.00 |                     |      1051564.56 |      1051564.56 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BBVA MEXICO 
 61 | 01-FEB-2024 |           12,100.00 |                     |      1039464.56 |      1039464.56 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BANORTE ALA 
 62 | 01-FEB-2024 |          233,579.80 |                     |       805884.76 |       805884.76 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS MARTINA ERNESTIN A
 63 | 01-FEB-2024 |              920.00 |                     |       804964.76 |       804964.76 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BANAMEX ALA 
 64 | 01-FEB-2024 |            4,738.00 |                     |       800226.76 |       800226.76 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A AZTECA ALA C
 65 | 01-FEB-2024 |           12,200.00 |                     |       788026.76 |       788026.76 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BBVA MEXICO 
 66 | 01-FEB-2024 |           11,430.00 |                     |       776596.76 |       776596.76 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:27 ENVIADO A BANAMEX ALA 
 67 | 01-FEB-2024 |           20,564.69 |                     |       756032.07 |       756032.07 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:28 ENVIADO A BANCOPPEL AL
 68 | 01-FEB-2024 |            3,885.00 |                     |       752147.07 |       752147.07 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:28 ENVIADO A AZTECA ALA C
 69 | 01-FEB-2024 |           34,298.77 |                     |        717848.3 |        717848.3 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:28 ENVIADO A BBVA MEXICO 
 70 | 01-FEB-2024 |           16,892.50 |                     |        700955.8 |        700955.8 | OK         | PAGO TRANSFERENCIA SPEI HORA 17:55:28 ENVIADO A BANORTE ALA 
 71 | 01-FEB-2024 |           66,477.71 |                     |       634478.09 |       634478.09 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS MEXICANA
 72 | 01-FEB-2024 |          135,786.04 |                     |       498692.05 |       498692.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:00:18 ENVIADO A BANREGIO A L
 73 | 01-FEB-2024 |           49,043.27 |                     |       449648.78 |       449648.78 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:00:18 ENVIADO A BANORTE ALA 
 74 | 01-FEB-2024 |           30,503.50 |                     |       419145.28 |       419145.28 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:00:18 ENVIADO A AFIRME ALA C
 75 | 01-FEB-2024 |           35,627.48 |                     |        383517.8 |        383517.8 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:00:18 ENVIADO A BANORTE (— A
 76 | 01-FEB-2024 |           50,820.64 |                     |       332697.16 |       332697.16 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:00:18 ENVIADO A BANORTE ALA 
 77 | 01-FEB-2024 |            3,150.00 |                     |       329547.16 |       329547.16 | OK         | (0323524 CARGO TRANSFERENCIA ENLACE PAGO FACTURAS PRACTIHIEL
 78 | 01-FEB-2024 |            1,612.38 |                     |       327934.78 |       327934.78 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANAMEX ALA 
 79 | 01-FEB-2024 |            2,351.12 |                     |       325583.66 |       325583.66 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANAMEX ALA 
 80 | 01-FEB-2024 |            1,903.00 |                     |       323680.66 |       323680.66 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANAMEX ALA 
 81 | 01-FEB-2024 |            2,784.00 |                     |       320896.66 |       320896.66 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANORTE A LA
 82 | 01-FEB-2024 |            4,060.00 |                     |       316836.66 |       316836.66 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANORTE ALA 
 83 | 01-FEB-2024 |            6,322.00 |                     |       310514.66 |       310514.66 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANORTE A LA
 84 | 01-FEB-2024 |            2,213.28 |                     |       308301.38 |       308301.38 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A INBURSA A LA
 85 | 01-FEB-2024 |            2,213.28 |                     |        306088.1 |        306088.1 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A INBURSA A LA
 86 | 01-FEB-2024 |              290.00 |                     |        305798.1 |        305798.1 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A INBURSA A LA
 87 | 01-FEB-2024 |              290.00 |                     |        305508.1 |        305508.1 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A INBURSA A LA
 88 | 01-FEB-2024 |            4,816.75 |                     |       300691.35 |       300691.35 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANAMEX ALA 
 89 | 01-FEB-2024 |            1,740.00 |                     |       298951.35 |       298951.35 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANAMEX ALA 
 90 | 01-FEB-2024 |            1,508.00 |                     |       297443.35 |       297443.35 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANAMEX ALA 
 91 | 01-FEB-2024 |            1,508.00 |                     |       295935.35 |       295935.35 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:55:42 ENVIADO A BANAMEX ALA 
 92 | 02-FEB-2024 |            3,871.30 |                     |       292064.05 |       292064.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:17:49 ENVIADO A BBVA MEXICO 
 93 | 02-FEB-2024 |            8,880.00 |                     |       283184.05 |       283184.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:17:49 ENVIADO A BANREGIO ALA
 94 | 02-FEB-2024 |           17,168.00 |                     |       266016.05 |       266016.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:17:49 ENVIADO A BANORTE ALA 
 95 | 02-FEB-2024 |           10,572.00 |                     |       255444.05 |       255444.05 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:17:49 ENVIADO A HSBC ALA CUE
 96 | 02-FEB-2024 |           18,525.50 |                     |       236918.55 |       236918.55 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:17:49 ENVIADO A BANAMEX ALA 
 97 | 02-FEB-2024 |                     |          100,000.00 |       336918.55 |       336918.55 | OK         | ABONO TRANSFERENCIA ENLACE DISPOSICION DE CREDITO
 98 | 02-FEB-2024 |           35,322.00 |                     |       301596.55 |       301596.55 | OK         | PAGO TRANSFERENCIA SPEI HORA 13:27:53 ENVIADO A BANAMEX ALA 
 99 | 02-FEB-2024 |           14,848.55 |                     |          286748 |          286748 | OK         | PAGO TRANSFERENCIA SPEI HORA 13:27:53 ENVIADO A BANORTE A LA
100 | 02-FEB-2024 |          100,000.00 |                     |          186748 |          186748 | OK         | CARGO TRANSFERENCIA ENLACE PRESTAMO
101 | 02-FEB-2024 |            4,394.43 |                     |       182353.57 |       182353.57 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
102 | 02-FEB-2024 |              588.88 |                     |       181764.69 |       181764.69 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
103 | 02-FEB-2024 |           30,000.00 |                     |       151764.69 |       151764.69 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE PAGO CARLOS SALGADO
104 | 02-FEB-2024 |            1,187.97 |                     |       150576.72 |       150576.72 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
105 | 02-FEB-2024 |            5,303.38 |                     |       145273.34 |       145273.34 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
106 | 02-FEB-2024 |           30,732.17 |                     |       114541.17 |       114541.17 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
107 | 02-FEB-2024 |                     |            1,892.89 |       116434.06 |       116434.06 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
108 | 02-FEB-2024 |           28,596.66 |                     |         87837.4 |         87837.4 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
109 | 02-FEB-2024 |                     |              716.88 |        88554.28 |        88554.28 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
110 | 02-FEB-2024 |           45,286.52 |                     |        43267.76 |        43267.76 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
111 | 02-FEB-2024 |            6,850.00 |                     |        36417.76 |        36417.76 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA FERNANDO VALDEZ
112 | 02-FEB-2024 |            4,000.00 |                     |        32417.76 |        32417.76 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:18:45 ENVIADO A AZTECA ALA C
113 | 06-FEB-2024 |              716.88 |                     |        31700.88 |        31700.88 | OK         | (0000000 CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
114 | 06-FEB-2024 |            2,804.62 |                     |        28896.26 |        28896.26 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
115 | 06-FEB-2024 |              952.59 |                     |        27943.67 |        27943.67 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
116 | 06-FEB-2024 |            1,924.41 |                     |        26019.26 |        26019.26 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA d Santander Ban
117 | 06-FEB-2024 |                     |        1,000,000.00 |      1026019.26 |      1026019.26 | OK         | ABONO TRANSFERENCIA SPEI HORA 12:24:13 RECIBIDO DE BBVA MEXI
118 | 06-FEB-2024 |                     |          600,000.00 |      1626019.26 |      1626019.26 | OK         | ABONO TRANSFERENCIA SPEI HORA 12:26:07 RECIBIDO DE BBVA MEXI
119 | 06-FEB-2024 |          300,000.00 |                     |      1326019.26 |      1326019.26 | OK         | CARGO TRANSFERENCIA ENLACE PRESTAMO
120 | 06-FEB-2024 |        1,000,000.00 |                     |       326019.26 |       326019.26 | OK         | CARGO TRANSFERENCIA ENLACE ABONO A CREDITO
121 | 06-FEB-2024 |            1,794.00 |                     |       324225.26 |       324225.26 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:24:50 ENVIADO A SCOTIABANK A
122 | 06-FEB-2024 |           41,858.60 |                     |       282366.66 |       282366.66 | OK         | PAGO TRANSFERENCIA SPEI HORA 18:25:49 ENVIADO A BANAMEX A LA
123 | 07-FEB-2024 |            5,278.00 |                     |       277088.66 |       277088.66 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:04:31 ENVIADO A BBVA MEXICO 
124 | 07-FEB-2024 |              470.30 |                     |       276618.36 |       276618.36 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
125 | 07-FEB-2024 |            5,473.12 |                     |       271145.24 |       271145.24 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
126 | 08-FEB-2024 |              135.00 |                     |       271010.24 |       271010.24 | OK         | CARGO TRANSFERENCIA ENLACE 017332205511882402080000001356
127 | 08-FEB-2024 |            6,696.00 |                     |       264314.24 |       264314.24 | OK         | CARGO TRANSFERENCIA ENLACE 017332205511702402080000066968
128 | 08-FEB-2024 |            1,018.16 |                     |       263296.08 |       263296.08 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA d Santander Ban
129 | 08-FEB-2024 |                     |          500,000.00 |       763296.08 |       763296.08 | OK         | ABONO TRANSFERENCIA SPEI HORA 16:47:21 RECIBIDO DE BANAMEX D
130 | 09-FEB-2024 |                     |        3,000,000.00 |      3763296.08 |      3763296.08 | OK         | ABONO TRANSFERENCIA SPEI HORA 09:16:59 RECIBIDO DE BANAMEX D
131 | 09-FEB-2024 |                     |        3,000,000.00 |      6763296.08 |      6763296.08 | OK         | ABONO TRANSFERENCIA SPEI HORA 09:19:01 RECIBIDO DE BANAMEX D
132 | 09-FEB-2024 |                     |          650,000.00 |      7413296.08 |      7413296.08 | OK         | ABONO TRANSFERENCIA SPEI HORA 09:25:37 RECIBIDO DE BANAMEX D
133 | 09-FEB-2024 |        6,000,000.00 |                     |        13296.08 |      1413296.08 | ERR    1400000 | CARGO TRANSFERENCIA ENLACE ABONO A CREDITO
134 | 09-FEB-2024 |                     |        3,200,000.00 |      4613296.08 |      3213296.08 | ERR    1400000 | ABONO TRANSFERENCIA ENLACE DISPOSICION DE CREDITO
135 | 09-FEB-2024 |        2,300,000.00 |                     |      2313296.08 |      2313296.08 | OK         | CARGO TRANSFERENCIA ENLACE PRESTAMO
136 | 09-FEB-2024 |            4,635.37 |                     |      2308660.71 |      2308660.71 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA GOLEM
137 | 09-FEB-2024 |           34,105.00 |                     |      2274555.71 |      2274555.71 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ANA LILIA
138 | 09-FEB-2024 |            4,515.00 |                     |      2270040.71 |      2270040.71 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS BERNAVE
139 | 09-FEB-2024 |           44,417.72 |                     |      2225622.99 |      2225622.99 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS CHEF MART
140 | 09-FEB-2024 |           50,125.19 |                     |       2175497.8 |       2175497.8 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ALGANI
141 | 09-FEB-2024 |           18,576.00 |                     |                 |       2156921.8 | NO_SALDO   | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A SCOTIABANK A
142 | 09-FEB-2024 |            3,934.19 |                     |      2152987.61 |      2171563.61 | ERR      18576 | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BBVA MEXICO 
143 | 09-FEB-2024 |           17,548.18 |                     |      2135439.43 |      2135439.43 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BBVA MEXICO 
144 | 09-FEB-2024 |           20,855.31 |                     |      2114584.12 |      2114584.12 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BBVA MEXICO 
145 | 09-FEB-2024 |          312,805.64 |                     |      1801778.48 |      1801778.48 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BANAMEX ALA 
146 | 09-FEB-2024 |            5,695.23 |                     |      1796083.25 |      1796083.25 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BANAMEX ALA 
147 | 09-FEB-2024 |            5,214.50 |                     |      1790868.75 |      1790868.75 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BBVA MEXICO 
148 | 09-FEB-2024 |           43,859.95 |                     |       1747008.8 |       1747008.8 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BBVA MEXICO 
149 | 09-FEB-2024 |            5,238.21 |                     |      1741770.59 |      1741770.59 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BAJO ALA CUE
150 | 09-FEB-2024 |           38,459.80 |                     |      1703310.79 |      1703310.79 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BANAMEX ALA 
151 | 09-FEB-2024 |           21,486.50 |                     |      1681824.29 |      1681824.29 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO ASCOTIABANK A 
152 | 09-FEB-2024 |          149,189.66 |                     |      1532634.63 |      1532634.63 | OK         | PAGO TRANSFERENCIA SPEI HORA 10:52:57 ENVIADO A BANORTE ALA 
153 | 09-FEB-2024 |           13,030.00 |                     |      1519604.63 |      1519604.63 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ABENAMAR
154 | 09-FEB-2024 |            4,000.00 |                     |      1515604.63 |      1515604.63 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:17 ENVIADO A AZTECA ALA C
155 | 09-FEB-2024 |            1,518.73 |                     |       1514085.9 |       1514085.9 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:17 ENVIADO A BANAMEX A LA
156 | 09-FEB-2024 |            2,722.49 |                     |      1511363.41 |      1511363.41 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:17 ENVIADO A BANAMEX ALA 
157 | 09-FEB-2024 |            6,166.18 |                     |      1505197.23 |      1505197.23 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A HSBC A LA CU
158 | 09-FEB-2024 |            2,000.07 |                     |      1503197.16 |      1503197.16 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A HSBC ALA CUE
159 | 09-FEB-2024 |           31,038.79 |                     |      1472158.37 |      1472158.37 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ALPHA
160 | 09-FEB-2024 |           13,809.00 |                     |      1458349.37 |      1458349.37 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
161 | 09-FEB-2024 |          300,481.01 |                     |      1157868.36 |      1157868.36 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BANAMEX A LA
